id,unit_measure,quantity_input,expiration_date,quantity_measure,days_to_sold,product_input_showcase_today
6233,kg,2,2025-04-24,17,12,True
6234,UN,36,2025-05-17,6,28,True
6235,L,29,2025-02-27,11,6,False
6236,kg,5,2025-10-10,12,11,True
6237,L,88,2025-02-15,3,5,True
6238,L,80,2025-07-11,12,9,True
6239,kg,87,2026-02-14,14,5,False
6240,kg,2,2025-05-13,16,13,True
6241,kg,80,2026-07-28,3,10,True
6242,kg,56,2026-10-14,10,22,True
6243,kg,36,2025-06-15,1,7,True
6244,L,96,2026-06-12,17,18,True
6245,L,14,2025-08-17,7,16,False
6246,kg,65,2025-11-17,10,18,False
6247,L,45,2025-09-16,6,2,False
6248,L,3,2025-01-14,7,8,False
6249,kg,56,2026-09-25,19,29,True
6250,UN,13,2025-12-26,11,27,False
6251,L,75,2025-08-05,11,20,True
6252,kg,82,2025-01-25,9,23,True
6253,L,28,2026-09-21,2,20,True
6254,L,62,2026-01-24,19,7,True
6255,UN,89,2025-05-04,2,3,True
6256,kg,42,2025-08-14,16,16,False
6257,kg,11,2026-12-29,5,25,True
6258,UN,96,2026-06-11,4,27,True
6259,L,39,2025-07-01,4,20,True
6260,L,30,2026-08-24,7,7,False
6261,UN,34,2025-09-12,5,13,False
6262,UN,62,2026-10-04,13,26,False
6263,UN,62,2025-12-21,16,14,False
6264,L,27,2025-06-01,6,21,True
6265,L,88,2025-04-10,5,25,True
6266,kg,70,2026-05-07,11,28,True
6267,L,41,2025-09-25,16,15,False
6268,UN,20,2025-11-30,2,27,False
6269,kg,94,2025-04-04,12,23,False
6270,L,72,2025-02-15,19,9,True
6271,kg,60,2026-04-14,14,22,False
6272,UN,46,2025-03-11,1,24,False
6273,kg,82,2025-08-28,6,10,True
6274,UN,97,2026-01-03,5,4,True
6275,kg,30,2026-05-01,8,12,True
6276,L,80,2025-09-30,5,24,True
6277,L,3,2025-11-26,18,10,False
6278,L,14,2026-08-15,4,16,False
6279,L,7,2026-04-26,18,20,True
6280,L,51,2026-01-20,3,17,False
6281,kg,76,2025-08-05,16,13,True
6282,kg,42,2025-11-30,4,16,True
6283,L,43,2026-01-07,11,24,False
6284,L,24,2026-07-04,16,29,False
6285,kg,1,2026-11-22,1,1,False
6286,L,9,2026-07-19,17,23,False
6287,kg,28,2025-11-30,10,28,False
6288,UN,29,2026-04-20,7,15,True
6289,UN,97,2025-07-18,1,1,True
6290,UN,23,2026-02-24,10,4,True
6291,kg,47,2025-04-21,15,14,True
6292,UN,76,2025-10-03,10,18,True
6293,UN,8,2025-11-02,3,1,False
6294,UN,27,2025-06-26,3,12,False
6295,L,24,2025-12-03,14,6,False
6296,L,31,2026-07-21,5,11,False
6297,kg,11,2026-08-15,4,25,False
6298,L,89,2025-07-30,2,14,True
6299,L,13,2025-01-24,6,16,False
6300,UN,50,2025-12-09,5,26,False
6301,L,28,2026-02-04,18,19,True
6302,UN,76,2025-05-13,18,9,False
6303,UN,55,2025-11-15,2,15,True
6304,kg,1,2025-07-02,15,19,True
6305,UN,43,2026-03-25,15,16,False
6306,kg,81,2025-05-16,16,22,True
6307,kg,67,2026-07-01,13,12,True
6308,kg,75,2025-07-19,2,5,True
6309,L,52,2025-09-07,11,28,True
6310,kg,61,2026-03-18,7,29,True
6311,kg,91,2026-01-14,10,16,True
6312,UN,88,2025-09-23,16,21,False
6313,kg,12,2026-02-28,8,21,False
6314,kg,97,2026-07-21,3,17,False
6315,UN,84,2026-03-30,17,5,False
6316,UN,78,2026-08-02,12,2,False
6317,kg,52,2025-01-11,18,29,False
6318,UN,65,2025-09-13,12,6,True
6319,kg,42,2025-11-13,4,7,True
6320,L,62,2026-05-22,15,16,True
6321,kg,76,2025-09-12,11,15,False
6322,kg,5,2025-01-29,17,19,True
6323,L,54,2026-08-04,10,26,True
6324,UN,71,2026-07-19,5,23,True
6325,L,72,2025-02-07,16,26,True
6326,kg,3,2026-09-09,16,22,False
6327,UN,19,2025-04-09,3,4,True
6328,kg,85,2025-02-15,15,21,False
6329,kg,84,2026-02-05,12,4,False
6330,L,64,2025-08-04,3,11,True
6331,L,90,2025-04-16,5,17,True
6332,L,21,2025-07-26,3,4,False
6333,kg,60,2026-08-15,6,17,True
6334,L,66,2026-10-23,9,7,True
6335,kg,59,2025-02-16,11,23,False
6336,L,58,2026-12-26,3,2,True
6337,kg,45,2025-02-03,2,2,True
6338,UN,55,2025-10-07,12,18,True
6339,kg,62,2025-09-18,1,24,False
6340,UN,36,2026-01-28,17,28,False
6341,kg,13,2026-02-28,12,15,False
6342,kg,43,2026-10-20,10,2,True
6343,kg,38,2026-12-15,4,1,False
6344,L,58,2025-12-10,4,8,False
6345,L,57,2026-08-12,6,4,False
6346,UN,14,2026-11-26,15,23,False
6347,kg,79,2025-06-29,15,28,True
6348,L,63,2025-03-13,3,18,False
6349,kg,73,2025-06-01,1,27,True
6350,UN,62,2026-12-20,3,20,False
6351,UN,9,2025-10-14,7,15,True
6352,UN,13,2026-09-08,11,22,False
6353,L,74,2025-11-10,11,26,False
6354,kg,58,2026-08-08,3,14,True
6355,L,57,2025-08-09,1,14,False
6356,UN,3,2026-11-21,11,18,True
6357,UN,86,2025-10-17,12,19,False
6358,kg,16,2026-05-15,9,27,False
6359,L,90,2025-01-30,18,28,False
6360,kg,48,2026-04-19,8,27,False
6361,kg,8,2026-06-20,3,8,False
6362,kg,68,2026-05-04,7,28,True
6363,kg,74,2026-07-28,11,3,True
6364,kg,15,2026-04-08,7,17,True
6365,kg,56,2026-06-19,13,15,False
6366,UN,96,2025-12-18,12,19,False
6367,L,23,2026-03-02,1,6,True
6368,kg,86,2026-08-15,16,2,True
6369,kg,75,2026-01-10,16,11,True
6370,L,65,2025-10-31,2,3,True
6371,kg,58,2026-04-09,12,6,True
6372,L,52,2025-10-20,14,10,True
6373,UN,25,2025-08-27,14,1,True
6374,L,94,2026-06-23,8,24,False
6375,L,38,2026-08-30,17,26,False
6376,L,64,2026-03-10,2,23,False
6377,kg,32,2025-02-16,12,15,False
6378,kg,90,2025-04-08,18,23,False
6379,UN,3,2025-02-07,5,29,True
6380,kg,93,2025-05-15,10,11,True
6381,kg,85,2025-09-01,9,1,True
6382,L,75,2026-04-30,7,23,False
6383,kg,41,2026-07-08,14,1,False
6384,UN,46,2026-07-12,15,25,False
6385,UN,14,2025-09-14,12,1,False
6386,UN,17,2025-02-05,6,1,False
6387,L,15,2026-04-11,13,9,False
6388,L,67,2025-12-22,15,20,True
6389,UN,16,2026-01-09,11,8,True
6390,kg,71,2025-11-12,18,4,False
6391,L,33,2026-09-22,3,5,True
6392,kg,86,2026-05-12,16,8,False
6393,UN,93,2026-08-21,14,4,True
6394,UN,15,2026-04-25,2,10,True
6395,kg,55,2026-06-07,8,21,False
6396,L,87,2026-10-27,9,15,True
6397,kg,78,2025-08-28,4,1,False
6398,UN,98,2026-08-08,18,1,False
6399,UN,7,2025-01-19,16,11,True
6400,L,62,2025-05-03,16,29,True
6401,UN,49,2025-05-02,18,18,True
6402,L,35,2025-06-26,18,17,False
6403,UN,35,2025-09-01,15,1,True
6404,UN,96,2025-07-30,13,22,False
6405,L,43,2025-06-17,6,24,False
6406,UN,79,2025-03-20,10,1,True
6407,kg,26,2026-01-23,4,4,True
6408,kg,73,2025-05-28,4,16,True
6409,L,24,2026-12-28,2,17,False
6410,L,38,2026-09-19,18,10,True
6411,UN,98,2025-11-16,16,24,False
6412,kg,55,2025-06-01,14,13,True
6413,kg,61,2026-08-28,4,13,False
6414,L,38,2026-07-27,2,23,False
6415,L,75,2025-03-15,19,2,True
6416,UN,1,2026-01-21,17,4,True
6417,L,43,2026-10-25,19,3,False
6418,kg,19,2026-04-24,1,12,False
6419,kg,88,2025-07-26,9,18,True
6420,UN,11,2025-04-21,1,29,False
6421,kg,7,2025-09-30,10,4,True
6422,UN,96,2025-06-25,9,21,True
6423,UN,25,2026-03-28,2,7,True
6424,L,67,2025-04-14,3,16,True
6425,L,47,2026-11-18,18,11,True
6426,kg,41,2025-10-24,2,7,False
6427,L,1,2026-03-07,5,12,False
6428,UN,96,2025-01-06,8,16,True
6429,kg,36,2025-05-26,17,2,True
6430,UN,46,2026-05-26,14,3,True
6431,kg,46,2025-01-18,6,6,False
6432,kg,67,2026-04-17,9,11,True
6433,UN,39,2025-01-16,15,10,False
6434,L,44,2025-05-19,10,22,False
6435,kg,26,2025-07-07,2,15,True
6436,L,97,2026-05-23,6,26,False
6437,kg,56,2026-01-06,8,1,True
6438,L,6,2025-06-29,4,12,True
6439,L,16,2026-01-23,6,17,True
6440,L,90,2025-08-24,8,18,False
6441,UN,41,2026-01-19,10,27,True
6442,L,24,2026-09-11,19,21,False
6443,UN,26,2025-08-02,15,23,True
6444,L,91,2025-08-02,5,17,True
6445,kg,98,2025-06-17,14,10,False
6446,kg,34,2025-05-30,11,8,False
6447,L,24,2025-09-27,12,18,True
6448,UN,56,2026-04-04,8,19,True
6449,UN,86,2025-10-20,5,7,True
6450,L,13,2025-03-20,16,22,False
6451,UN,31,2025-12-09,15,18,True
6452,UN,32,2025-11-17,11,21,True
6453,kg,53,2025-08-08,2,8,False
6454,L,26,2025-04-20,2,16,False
6455,UN,50,2026-12-17,18,12,False
6456,L,21,2026-09-13,2,20,False
6457,kg,81,2026-10-09,13,14,True
6458,kg,12,2026-05-07,13,27,False
6459,kg,76,2026-10-04,3,8,True
6460,kg,10,2026-04-24,15,13,True
6461,kg,98,2026-01-09,14,3,False
6462,L,10,2026-11-19,14,3,True
6463,L,29,2026-06-08,4,11,False
6464,UN,20,2026-06-26,10,17,True
6465,L,58,2026-06-25,15,19,True
6466,UN,96,2025-11-13,3,21,True
6467,L,32,2026-07-12,14,22,True
6468,UN,90,2026-08-01,8,14,True
6469,kg,88,2026-12-09,9,4,False
6470,UN,87,2026-03-06,7,1,True
6471,L,2,2025-05-13,12,12,True
6472,UN,43,2026-05-18,4,25,True
6473,L,76,2026-11-26,9,25,False
6474,UN,38,2025-07-07,12,20,True
6475,UN,92,2025-04-07,1,24,False
6476,UN,58,2026-09-06,4,26,False
6477,kg,30,2025-01-31,19,25,True
6478,L,29,2025-02-22,14,22,True
6479,UN,13,2026-12-15,12,24,False
6480,UN,21,2025-10-22,7,20,True
6481,kg,67,2025-10-01,19,2,True
6482,L,46,2025-10-03,13,12,False
6483,L,49,2026-05-13,6,20,False
6484,L,80,2026-01-13,3,27,False
6485,UN,38,2025-03-31,11,3,False
6486,UN,21,2026-11-04,6,3,False
6487,L,64,2025-04-16,2,4,False
6488,UN,90,2026-01-17,6,28,False
6489,UN,41,2025-03-06,7,7,True
6490,kg,80,2025-03-12,12,4,False
6491,L,24,2026-12-21,19,24,True
6492,L,36,2025-05-02,2,20,True
6493,UN,41,2026-01-03,11,21,False
6494,UN,76,2025-12-22,8,28,True
6495,L,45,2025-11-29,14,13,False
6496,kg,23,2026-10-21,7,13,False
6497,kg,18,2025-10-06,6,3,True
6498,UN,93,2026-02-25,3,11,False
6499,L,7,2025-12-15,18,12,True
6500,UN,26,2026-12-29,1,2,False
6501,UN,45,2025-08-26,3,4,False
6502,L,19,2026-04-21,15,5,True
6503,kg,87,2026-10-30,5,11,True
6504,UN,49,2025-05-20,6,12,False
6505,L,25,2025-07-01,1,4,True
6506,L,6,2026-07-27,17,6,False
6507,kg,34,2026-10-28,7,14,False
6508,L,29,2025-02-01,1,21,True
6509,L,40,2026-11-17,18,25,False
6510,UN,2,2025-04-05,13,15,True
6511,UN,66,2025-07-31,17,19,False
6512,L,6,2026-01-30,4,24,False
6513,L,84,2026-11-29,14,7,False
6514,L,23,2025-11-24,17,28,True
6515,UN,68,2026-02-15,5,10,False
6516,kg,57,2026-12-28,7,5,False
6517,UN,45,2025-03-20,9,9,True
6518,L,87,2025-06-13,6,9,True
6519,UN,57,2025-04-28,13,18,False
6520,kg,51,2026-11-05,3,17,False
6521,L,22,2026-11-08,11,29,True
6522,kg,15,2026-06-29,3,4,False
6523,L,72,2025-05-29,1,19,True
6524,UN,23,2025-03-16,2,19,True
6525,kg,90,2026-10-28,2,9,False
6526,UN,53,2025-01-08,16,10,True
6527,L,63,2026-11-09,10,17,False
6528,UN,1,2025-12-05,10,20,False
6529,UN,12,2026-04-25,12,9,True
6530,L,66,2025-09-28,12,22,False
6531,kg,51,2026-01-19,9,26,False
6532,L,63,2026-02-21,8,4,True
6533,kg,49,2025-12-26,7,10,True
6534,UN,90,2025-07-25,8,23,False
6535,L,32,2026-01-16,1,6,False
6536,kg,65,2026-07-10,3,18,True
6537,UN,10,2026-10-19,15,23,False
6538,UN,50,2025-12-16,1,23,False
6539,L,41,2026-09-17,8,16,True
6540,kg,41,2026-01-29,16,7,False
6541,L,8,2025-12-19,13,2,False
6542,L,64,2025-10-24,14,8,False
6543,kg,13,2026-05-06,12,7,True
6544,UN,64,2025-01-12,15,28,False
6545,UN,4,2025-08-12,19,16,True
6546,L,6,2025-08-27,2,8,False
6547,L,44,2026-07-22,16,11,False
6548,kg,30,2025-08-13,12,25,False
6549,L,48,2026-08-17,16,4,False
6550,UN,30,2025-08-08,7,24,True
6551,L,83,2025-09-17,19,10,True
6552,L,41,2025-10-31,5,28,False
6553,L,59,2026-05-29,12,11,False
6554,L,2,2026-01-14,12,23,True
6555,UN,48,2025-11-19,13,24,True
6556,L,20,2026-09-22,5,18,True
6557,L,15,2025-06-11,6,20,True
6558,UN,92,2025-07-14,15,11,True
6559,UN,37,2025-11-29,1,19,False
6560,UN,11,2026-07-17,16,21,False
6561,UN,51,2026-01-24,3,20,True
6562,kg,80,2025-12-14,13,25,True
6563,kg,91,2025-07-05,8,6,True
6564,L,68,2026-08-14,7,21,False
6565,L,26,2025-12-14,6,12,True
6566,L,94,2025-10-06,2,19,False
6567,kg,5,2026-06-14,5,3,True
6568,L,96,2026-04-09,14,17,True
6569,kg,39,2025-03-19,4,3,True
6570,L,94,2026-01-13,10,5,True
6571,UN,52,2026-01-10,1,3,True
6572,L,99,2025-09-23,15,20,False
6573,UN,18,2026-09-25,16,18,False
6574,UN,65,2025-05-10,9,21,False
6575,kg,38,2025-11-01,9,20,True
6576,kg,50,2026-09-27,17,18,False
6577,kg,25,2025-01-11,7,18,False
6578,L,14,2025-07-06,5,19,False
6579,UN,38,2025-11-21,17,25,False
6580,kg,15,2025-12-12,9,18,False
6581,kg,82,2025-05-14,17,9,False
6582,L,17,2025-09-14,5,28,False
6583,L,84,2026-10-14,5,3,False
6584,kg,14,2025-09-16,14,3,True
6585,L,73,2026-10-01,19,8,True
6586,L,42,2026-05-17,14,8,False
6587,L,34,2025-05-03,19,29,False
6588,L,2,2025-05-23,14,26,True
6589,L,20,2025-10-18,13,28,True
6590,kg,95,2025-08-02,4,1,True
6591,kg,19,2025-03-18,14,29,True
6592,UN,14,2026-03-09,12,21,False
6593,kg,54,2025-02-27,11,26,True
6594,UN,85,2026-12-13,11,26,True
6595,L,47,2026-12-02,14,20,False
6596,kg,72,2026-04-24,14,18,True
6597,kg,18,2026-02-15,16,29,False
6598,kg,34,2025-04-08,17,21,False
6599,UN,39,2025-07-07,3,28,False
6600,L,86,2025-07-06,5,15,True
6601,kg,92,2026-11-30,12,22,False
6602,L,71,2026-01-28,13,26,False
6603,kg,54,2026-02-23,10,19,False
6604,UN,30,2025-09-24,6,10,False
6605,L,75,2026-04-25,12,6,False
6606,kg,55,2025-02-21,11,14,False
6607,kg,52,2026-01-11,4,8,False
6608,UN,7,2026-12-22,2,2,False
6609,L,56,2026-01-23,16,27,False
6610,L,59,2026-12-20,4,22,False
6611,UN,5,2026-01-31,7,10,True
6612,L,50,2025-06-03,10,24,False
6613,L,32,2025-02-08,13,28,False
6614,UN,98,2025-11-24,8,6,True
6615,UN,38,2025-09-21,16,10,False
6616,L,42,2025-08-02,16,14,True
6617,L,68,2026-06-02,12,6,False
6618,L,89,2025-12-19,9,13,False
6619,L,82,2026-05-27,4,1,True
6620,UN,14,2026-12-25,4,27,True
6621,UN,64,2026-07-07,6,19,False
6622,kg,81,2026-02-07,13,10,True
6623,kg,38,2025-08-01,7,20,True
6624,UN,69,2025-01-15,3,4,True
6625,kg,57,2025-09-05,15,18,True
6626,L,72,2025-04-29,9,7,True
6627,kg,29,2025-03-01,9,29,False
6628,kg,90,2025-04-02,3,5,True
6629,L,21,2026-10-16,17,18,False
6630,UN,13,2026-06-22,15,14,False
6631,L,8,2025-02-24,2,10,False
6632,UN,34,2025-10-19,2,2,False
6633,UN,58,2025-09-10,10,23,True
6634,L,9,2025-05-01,5,16,False
6635,kg,72,2026-01-27,5,28,True
6636,UN,42,2026-05-31,6,12,False
6637,L,76,2026-04-09,6,28,True
6638,kg,64,2026-12-03,12,24,True
6639,kg,20,2026-06-02,4,20,True
6640,UN,23,2025-08-01,12,26,False
6641,L,94,2025-03-30,12,29,True
6642,kg,67,2026-12-03,16,20,True
6643,L,38,2025-04-29,14,16,True
6644,kg,60,2025-02-28,3,23,True
6645,L,82,2025-09-26,12,8,False
6646,kg,98,2025-09-18,16,9,True
6647,UN,67,2025-10-20,15,24,False
6648,L,51,2025-05-16,19,25,False
6649,kg,29,2026-08-30,5,25,False
6650,UN,17,2026-06-03,15,29,True
6651,kg,43,2025-05-16,10,16,True
6652,UN,54,2025-04-01,9,26,False
6653,kg,98,2026-03-14,15,20,False
6654,kg,81,2025-09-13,12,1,False
6655,UN,59,2025-01-13,3,29,False
6656,UN,5,2025-09-23,12,19,False
6657,kg,41,2025-11-22,3,29,False
6658,L,65,2025-03-28,11,27,True
6659,UN,82,2025-07-10,4,27,True
6660,UN,2,2026-01-15,17,6,False
6661,kg,70,2025-10-24,15,5,False
6662,kg,42,2025-01-04,7,18,False
6663,kg,90,2025-09-17,6,13,True
6664,L,77,2025-11-26,9,15,True
6665,UN,88,2026-10-21,1,11,True
6666,L,62,2025-11-24,14,12,True
6667,UN,20,2025-07-28,14,9,False
6668,UN,95,2025-11-16,1,17,False
6669,UN,45,2025-10-22,4,24,False
6670,L,46,2026-07-24,1,22,True
6671,UN,53,2025-01-08,1,1,True
6672,L,32,2025-04-17,8,27,False
6673,kg,12,2026-02-13,18,9,True
6674,L,72,2026-04-28,18,15,False
6675,L,2,2026-10-17,10,15,False
6676,L,90,2025-07-15,4,23,True
6677,L,22,2026-12-27,14,7,True
6678,kg,71,2025-09-24,18,23,True
6679,L,55,2026-04-13,9,5,False
6680,UN,22,2025-06-20,5,19,False
6681,UN,9,2025-07-13,2,14,True
6682,UN,1,2026-09-18,1,28,False
6683,L,74,2026-10-20,3,2,True
6684,kg,91,2026-09-01,6,17,True
6685,L,22,2025-06-16,14,21,False
6686,UN,25,2026-07-17,3,20,False
6687,L,14,2026-09-06,19,22,True
6688,L,47,2025-08-06,19,3,True
6689,kg,64,2025-10-11,14,27,True
6690,L,32,2026-02-11,12,14,False
6691,UN,21,2025-07-11,19,8,True
6692,L,21,2025-05-18,6,29,True
6693,L,19,2025-04-04,10,6,False
6694,kg,71,2026-02-20,16,1,False
6695,L,31,2025-02-24,16,11,False
6696,UN,62,2025-03-05,1,3,True
6697,UN,67,2025-01-16,7,9,True
6698,UN,46,2026-04-18,16,29,False
6699,L,16,2025-12-09,11,7,False
6700,kg,5,2026-04-29,19,22,False
6701,UN,2,2026-08-29,19,27,False
6702,UN,5,2026-03-02,4,29,False
6703,kg,19,2026-07-08,14,28,False
6704,UN,49,2026-01-03,11,7,True
6705,L,44,2026-10-15,9,1,False
6706,UN,45,2025-07-09,17,29,False
6707,L,53,2025-08-21,3,21,True
6708,L,10,2026-06-16,1,15,True
6709,kg,82,2026-02-28,4,2,False
6710,kg,42,2026-05-30,18,19,True
6711,UN,2,2025-09-16,14,7,True
6712,kg,67,2025-02-11,18,13,False
6713,kg,37,2026-07-14,17,16,False
6714,UN,98,2026-04-11,12,15,True
6715,kg,45,2026-01-03,16,23,True
6716,UN,68,2026-06-01,12,12,True
6717,UN,42,2025-09-27,19,2,False
6718,L,31,2025-07-30,19,7,False
6719,kg,81,2025-06-13,14,10,False
6720,UN,62,2025-06-14,17,4,True
6721,L,39,2026-11-28,8,15,False
6722,UN,60,2025-09-10,6,16,False
6723,kg,90,2025-03-24,12,9,True
6724,L,86,2025-09-10,1,7,False
6725,L,92,2026-11-24,16,15,True
6726,kg,90,2025-09-23,3,17,False
6727,UN,27,2025-02-21,17,4,False
6728,UN,54,2025-03-28,6,29,False
6729,L,42,2025-03-02,14,2,True
6730,kg,29,2025-03-18,13,9,True
6731,L,82,2026-11-27,3,25,True
6732,L,9,2026-12-13,3,27,False
6733,UN,33,2025-05-26,9,21,True
6734,UN,81,2025-07-09,7,24,False
6735,kg,42,2025-05-27,12,2,True
6736,UN,10,2026-07-05,11,15,True
6737,UN,22,2026-04-28,16,6,True
6738,L,63,2025-12-05,3,9,False
6739,kg,56,2026-11-09,18,5,False
6740,kg,15,2025-11-24,18,6,True
6741,kg,61,2026-10-23,19,15,False
6742,L,88,2026-09-22,8,5,True
6743,kg,84,2025-01-14,2,16,False
6744,L,53,2025-01-21,5,25,True
6745,kg,41,2026-03-31,5,21,True
6746,UN,9,2025-08-24,10,26,True
6747,L,6,2025-04-21,5,28,False
6748,UN,22,2026-07-31,7,24,True
6749,UN,41,2025-05-09,5,6,True
6750,L,95,2025-04-25,1,10,True
6751,UN,84,2025-01-10,5,4,True
6752,kg,29,2026-11-10,14,17,False
6753,UN,60,2026-04-04,10,16,False
6754,UN,76,2026-07-10,7,16,True
6755,UN,98,2026-03-04,4,14,True
6756,L,46,2025-08-24,12,12,True
6757,kg,59,2025-04-10,12,2,False
6758,L,85,2025-02-11,7,15,False
6759,L,78,2025-04-23,18,19,True
6760,UN,34,2025-03-12,6,19,True
6761,kg,1,2025-10-10,13,4,False
6762,UN,34,2025-03-27,11,3,True
6763,UN,28,2025-05-28,19,1,False
6764,kg,74,2026-02-27,9,21,True
6765,kg,4,2025-10-22,15,23,True
6766,kg,1,2025-10-27,6,3,False
6767,UN,1,2025-01-09,9,3,True
6768,UN,67,2026-06-09,14,18,False
6769,L,98,2026-12-14,14,22,True
6770,UN,36,2026-08-10,19,1,True
6771,UN,93,2026-12-26,12,23,True
6772,UN,31,2026-09-28,7,14,True
6773,UN,16,2026-10-13,14,2,True
6774,UN,94,2025-06-07,12,10,True
6775,L,78,2026-02-25,4,29,False
6776,UN,70,2026-09-24,10,9,False
6777,L,61,2026-02-13,4,8,False
6778,kg,29,2025-09-11,3,17,True
6779,kg,20,2025-06-01,8,2,False
6780,UN,6,2026-07-25,14,25,False
6781,L,77,2026-03-25,17,18,False
6782,UN,33,2025-08-16,11,11,True
6783,L,58,2025-08-24,17,20,False
6784,UN,38,2025-10-22,12,11,False
6785,kg,17,2025-11-07,8,29,False
6786,L,96,2026-10-28,13,16,True
6787,UN,57,2026-05-09,6,12,False
6788,kg,64,2025-06-05,19,19,False
6789,kg,64,2025-05-26,13,11,True
6790,L,69,2025-12-19,3,7,False
6791,UN,39,2025-01-03,7,2,False
6792,L,9,2026-10-18,9,1,False
6793,UN,26,2025-11-19,11,28,True
6794,L,72,2026-01-10,17,5,True
6795,L,60,2026-03-08,5,18,False
6796,UN,77,2025-10-13,11,6,False
6797,UN,92,2025-08-13,2,16,True
6798,L,30,2025-12-09,15,28,True
6799,kg,57,2025-07-17,9,16,False
6800,UN,72,2026-01-25,7,3,True
6801,kg,26,2025-09-07,4,8,True
6802,UN,25,2026-09-17,15,12,False
6803,kg,94,2025-07-22,1,17,True
6804,L,84,2025-02-22,18,6,True
6805,UN,27,2026-09-23,15,22,False
6806,UN,91,2025-05-05,18,24,True
6807,UN,71,2025-01-07,6,17,True
6808,UN,14,2025-04-25,11,16,True
6809,UN,2,2025-04-27,7,12,False
6810,L,53,2026-03-06,9,18,False
6811,UN,98,2026-06-05,14,5,True
6812,L,56,2026-12-25,11,17,False
6813,UN,50,2026-05-17,8,24,False
6814,UN,47,2026-08-04,8,20,False
6815,L,41,2026-04-21,4,16,False
6816,kg,30,2025-05-07,3,2,True
6817,kg,67,2026-01-30,19,25,False
6818,L,62,2025-03-22,6,19,False
6819,kg,98,2026-07-28,15,25,False
6820,kg,5,2026-01-25,17,13,True
6821,kg,24,2026-11-17,3,19,True
6822,kg,34,2026-10-29,10,18,True
6823,kg,8,2025-09-06,12,5,True
6824,L,57,2025-01-21,5,24,True
6825,UN,68,2026-09-08,14,3,True
6826,kg,61,2026-08-18,17,9,True
6827,L,34,2026-12-05,8,27,False
6828,kg,20,2026-03-06,14,24,False
6829,kg,57,2026-05-29,12,2,True
6830,kg,26,2026-02-17,11,8,True
6831,UN,54,2026-09-01,8,8,False
6832,UN,40,2025-11-05,12,19,True
6833,kg,78,2025-12-05,7,8,True
6834,UN,78,2025-10-25,16,2,False
6835,kg,92,2025-02-11,4,16,True
6836,UN,57,2026-03-15,15,28,False
6837,kg,54,2026-05-13,13,6,True
6838,UN,49,2025-06-18,11,15,True
6839,UN,66,2026-07-06,14,26,True
6840,UN,99,2026-09-18,13,11,False
6841,L,96,2026-08-06,9,26,False
6842,kg,38,2025-04-10,5,20,False
6843,L,30,2026-09-14,8,12,False
6844,UN,77,2026-05-31,1,16,True
6845,L,74,2026-06-27,4,25,False
6846,L,70,2025-06-27,15,1,True
6847,L,59,2026-11-09,10,4,False
6848,kg,75,2026-04-11,18,15,False
6849,UN,44,2026-03-01,7,27,False
6850,kg,66,2025-12-13,7,8,False
6851,UN,67,2026-05-25,18,18,True
6852,kg,36,2026-02-17,15,1,True
6853,L,24,2025-12-17,19,7,True
6854,L,16,2026-11-09,16,12,False
6855,kg,56,2026-01-01,9,11,False
6856,UN,46,2026-03-26,18,15,True
6857,UN,74,2025-01-30,18,9,False
6858,kg,67,2026-10-14,6,8,True
6859,kg,20,2025-12-01,8,26,True
6860,L,25,2025-04-06,14,2,True
6861,UN,72,2026-04-05,14,8,False
6862,UN,67,2026-05-15,19,27,False
6863,L,47,2025-07-27,12,18,False
6864,L,85,2026-09-10,13,10,False
6865,UN,3,2026-06-03,12,2,True
6866,UN,81,2026-02-08,4,18,False
6867,kg,81,2025-12-28,9,18,True
6868,L,23,2025-01-04,13,26,False
6869,L,16,2025-12-23,12,23,False
6870,UN,86,2025-09-18,13,20,False
6871,UN,50,2025-04-19,19,25,False
6872,L,33,2026-01-20,14,14,False
6873,L,43,2025-06-15,6,6,False
6874,UN,64,2026-11-20,12,21,False
6875,L,94,2025-11-09,12,9,False
6876,kg,6,2026-04-23,5,11,True
6877,UN,32,2026-06-03,18,13,True
6878,UN,88,2025-03-08,10,3,True
6879,UN,1,2026-07-21,14,4,True
6880,UN,93,2026-02-09,9,17,False
6881,UN,47,2025-08-15,13,26,True
6882,UN,75,2025-05-31,7,23,False
6883,L,90,2025-10-10,5,5,False
6884,kg,5,2026-05-31,4,2,True
6885,kg,27,2026-11-07,18,20,False
6886,UN,35,2025-10-11,3,7,True
6887,UN,31,2025-09-11,11,26,False
6888,UN,33,2025-10-24,5,11,False
6889,UN,37,2026-05-23,1,10,False
6890,UN,81,2025-02-05,3,18,False
6891,kg,56,2026-06-30,9,20,True
6892,L,50,2025-02-18,11,11,False
6893,kg,60,2025-07-24,17,7,True
6894,kg,78,2026-03-22,16,14,False
6895,UN,31,2026-08-04,2,19,False
6896,kg,22,2026-09-25,8,11,False
6897,UN,91,2026-11-29,2,7,False
6898,UN,76,2026-06-23,16,7,False
6899,kg,61,2026-10-04,4,24,True
6900,UN,60,2025-08-20,7,21,True
6901,kg,18,2025-07-26,19,14,True
6902,L,71,2026-09-08,8,7,True
6903,kg,65,2025-07-08,15,5,True
6904,UN,4,2026-04-01,15,19,False
6905,UN,94,2025-05-31,8,2,False
6906,kg,93,2026-06-23,14,13,True
6907,UN,47,2025-06-21,6,13,False
