id,unit_measure,quantity_input,expiration_date,quantity_measure,days_to_sold,product_input_showcase_today
6105,L,67,-256,8,7,True
6106,UN,48,102,11,17,False
6107,UN,97,-123,13,24,False
6108,kg,46,360,7,29,True
6109,kg,14,204,6,4,True
6110,kg,52,-242,9,6,False
6111,UN,82,221,5,19,False
6112,UN,43,328,9,15,True
6113,L,27,-264,17,9,True
6114,L,75,423,15,1,False
6115,L,40,50,12,28,False
6116,kg,95,169,6,25,False
6117,kg,99,117,3,2,True
6118,L,99,65,5,3,False
6119,kg,81,-165,12,4,False
6120,L,21,175,19,14,False
6121,UN,70,8,12,19,True
6122,L,65,134,16,23,False
6123,kg,71,102,4,23,False
6124,kg,59,408,17,4,False
6125,UN,97,327,16,14,True
6126,UN,14,152,9,23,False
6127,kg,39,93,13,18,False
6128,UN,66,232,17,22,False
6129,UN,49,365,10,1,True
6130,UN,51,-112,17,7,True
6131,kg,67,-251,10,22,False
6132,kg,90,267,10,19,False
6133,UN,50,58,13,15,True
6134,L,48,3,13,16,True
6135,kg,34,54,18,14,False
6136,UN,95,182,8,7,True
6137,UN,5,-200,3,19,True
6138,UN,69,-189,11,8,True
6139,UN,82,228,13,16,True
6140,L,82,415,9,3,True
6141,kg,43,-135,16,18,False
6142,UN,36,-40,6,28,True
6143,UN,3,286,19,3,False
6144,UN,87,106,17,16,True
6145,kg,94,217,14,21,False
6146,kg,95,10,16,24,True
6147,kg,68,220,17,16,False
6148,L,37,-281,13,8,True
6149,UN,51,-13,13,2,False
6150,L,79,-57,4,5,False
6151,kg,83,-249,12,26,False
6152,L,21,282,5,15,True
6153,kg,59,-260,11,4,True
6154,kg,40,220,10,12,True
6155,kg,16,11,14,18,False
6156,L,45,61,4,1,False
6157,L,10,-94,1,13,False
6158,L,49,202,7,6,False
6159,UN,1,316,8,9,False
6160,kg,62,75,1,1,False
6161,L,42,288,1,18,False
6162,kg,27,20,10,10,True
6163,L,82,393,18,27,True
6164,UN,26,-252,16,14,False
6165,kg,62,181,13,13,True
6166,UN,99,-271,11,27,False
6167,kg,45,296,1,15,False
6168,L,27,272,8,29,False
6169,UN,48,30,15,12,False
6170,L,74,39,10,5,True
6171,L,1,-278,5,2,True
6172,UN,33,348,14,7,True
6173,kg,82,-72,9,5,True
6174,kg,31,308,4,28,True
6175,kg,78,136,7,5,True
6176,L,70,128,4,19,False
6177,UN,44,293,1,9,True
6178,UN,85,334,9,2,True
6179,L,98,17,14,11,True
6180,L,80,-191,17,18,True
6181,kg,37,4,3,12,False
6182,kg,43,18,14,23,True
6183,L,76,102,12,15,True
6184,L,45,62,8,25,True
6185,L,59,23,9,14,True
6186,UN,51,-102,15,3,False
6187,UN,99,77,15,14,True
6188,L,74,315,9,7,False
6189,kg,9,-287,18,7,False
6190,kg,37,-99,6,16,True
6191,UN,64,-270,4,18,True
6192,UN,8,165,2,4,True
6193,L,79,-50,6,17,False
6194,L,14,194,19,12,False
6195,L,25,-229,6,11,True
6196,kg,6,370,10,29,True
6197,kg,19,83,15,7,True
6198,L,47,-200,7,12,True
6199,L,40,247,18,11,False
6200,L,48,406,17,17,True
6201,UN,3,-133,4,24,True
6202,L,25,244,8,29,False
6203,UN,42,-285,13,7,False
6204,kg,44,-89,4,29,False
6205,kg,44,-34,10,14,True
6206,UN,67,-230,3,17,False
6207,L,76,-294,18,12,True
6208,UN,65,201,11,23,False
6209,L,48,-55,11,28,False
6210,L,16,149,11,12,True
6211,kg,43,254,14,21,True
6212,kg,9,383,8,24,False
6213,L,47,403,12,16,False
6214,UN,32,-274,14,15,True
6215,kg,67,-266,10,3,True
6216,kg,14,-63,3,6,False
6217,kg,32,413,17,1,True
6218,UN,25,-247,18,26,True
6219,L,82,85,15,15,False
6220,kg,82,-64,9,15,False
6221,L,57,-241,2,12,True
6222,UN,15,2,6,19,True
6223,kg,89,-295,8,16,False
6224,L,81,374,10,29,True
6225,L,83,383,5,11,False
6226,UN,45,-267,11,9,False
6227,kg,63,181,2,12,False
6228,kg,91,-207,19,4,True
6229,kg,75,75,7,18,True
6230,UN,78,94,17,6,True
6231,L,98,424,7,19,False
6232,UN,23,247,13,23,False
6233,kg,2,-192,17,12,True
6234,UN,36,-169,6,28,True
6235,L,29,-248,11,6,False
6236,kg,5,-23,12,11,True
6237,L,88,-260,3,5,True
6238,L,80,-114,12,9,True
6239,kg,87,104,14,5,False
6240,kg,2,-173,16,13,True
6241,kg,80,268,3,10,True
6242,kg,56,346,10,22,True
6243,kg,36,-140,1,7,True
6244,L,96,222,17,18,True
6245,L,14,-77,7,16,False
6246,kg,65,15,10,18,False
6247,L,45,-47,6,2,False
6248,L,3,-292,7,8,False
6249,kg,56,327,19,29,True
6250,UN,13,54,11,27,False
6251,L,75,-89,11,20,True
6252,kg,82,-281,9,23,True
6253,L,28,323,2,20,True
6254,L,62,83,19,7,True
6255,UN,89,-182,2,3,True
6256,kg,42,-80,16,16,False
6257,kg,11,422,5,25,True
6258,UN,96,221,4,27,True
6259,L,39,-124,4,20,True
6260,L,30,295,7,7,False
6261,UN,34,-51,5,13,False
6262,UN,62,336,13,26,False
6263,UN,62,49,16,14,False
6264,L,27,-154,6,21,True
6265,L,88,-206,5,25,True
6266,kg,70,186,11,28,True
6267,L,41,-38,16,15,False
6268,UN,20,28,2,27,False
6269,kg,94,-212,12,23,False
6270,L,72,-260,19,9,True
6271,kg,60,163,14,22,False
6272,UN,46,-236,1,24,False
6273,kg,82,-66,6,10,True
6274,UN,97,62,5,4,True
6275,kg,30,180,8,12,True
6276,L,80,-33,5,24,True
6277,L,3,24,18,10,False
6278,L,14,286,4,16,False
6279,L,7,175,18,20,True
6280,L,51,79,3,17,False
6281,kg,76,-89,16,13,True
6282,kg,42,28,4,16,True
6283,L,43,66,11,24,False
6284,L,24,244,16,29,False
6285,kg,1,385,1,1,False
6286,L,9,259,17,23,False
6287,kg,28,28,10,28,False
6288,UN,29,169,7,15,True
6289,UN,97,-107,1,1,True
6290,UN,23,114,10,4,True
6291,kg,47,-195,15,14,True
6292,UN,76,-30,10,18,True
6293,UN,8,0,3,1,False
6294,UN,27,-129,3,12,False
6295,L,24,31,14,6,False
6296,L,31,261,5,11,False
6297,kg,11,286,4,25,False
6298,L,89,-95,2,14,True
6299,L,13,-282,6,16,False
6300,UN,50,37,5,26,False
6301,L,28,94,18,19,True
6302,UN,76,-173,18,9,False
6303,UN,55,13,2,15,True
6304,kg,1,-123,15,19,True
6305,UN,43,143,15,16,False
6306,kg,81,-170,16,22,True
6307,kg,67,241,13,12,True
6308,kg,75,-106,2,5,True
6309,L,52,-56,11,28,True
6310,kg,61,136,7,29,True
6311,kg,91,73,10,16,True
6312,UN,88,-40,16,21,False
6313,kg,12,118,8,21,False
6314,kg,97,261,3,17,False
6315,UN,84,148,17,5,False
6316,UN,78,273,12,2,False
6317,kg,52,-295,18,29,False
6318,UN,65,-50,12,6,True
6319,kg,42,11,4,7,True
6320,L,62,201,15,16,True
6321,kg,76,-51,11,15,False
6322,kg,5,-277,17,19,True
6323,L,54,275,10,26,True
6324,UN,71,259,5,23,True
6325,L,72,-268,16,26,True
6326,kg,3,311,16,22,False
6327,UN,19,-207,3,4,True
6328,kg,85,-260,15,21,False
6329,kg,84,95,12,4,False
6330,L,64,-90,3,11,True
6331,L,90,-200,5,17,True
6332,L,21,-99,3,4,False
6333,kg,60,286,6,17,True
6334,L,66,355,9,7,True
6335,kg,59,-259,11,23,False
6336,L,58,419,3,2,True
6337,kg,45,-272,2,2,True
6338,UN,55,-26,12,18,True
6339,kg,62,-45,1,24,False
6340,UN,36,87,17,28,False
6341,kg,13,118,12,15,False
6342,kg,43,352,10,2,True
6343,kg,38,408,4,1,False
6344,L,58,38,4,8,False
6345,L,57,283,6,4,False
6346,UN,14,389,15,23,False
6347,kg,79,-126,15,28,True
6348,L,63,-234,3,18,False
6349,kg,73,-154,1,27,True
6350,UN,62,413,3,20,False
6351,UN,9,-19,7,15,True
6352,UN,13,310,11,22,False
6353,L,74,8,11,26,False
6354,kg,58,279,3,14,True
6355,L,57,-85,1,14,False
6356,UN,3,384,11,18,True
6357,UN,86,-16,12,19,False
6358,kg,16,194,9,27,False
6359,L,90,-276,18,28,False
6360,kg,48,168,8,27,False
6361,kg,8,230,3,8,False
6362,kg,68,183,7,28,True
6363,kg,74,268,11,3,True
6364,kg,15,157,7,17,True
6365,kg,56,229,13,15,False
6366,UN,96,46,12,19,False
6367,L,23,120,1,6,True
6368,kg,86,286,16,2,True
6369,kg,75,69,16,11,True
6370,L,65,-2,2,3,True
6371,kg,58,158,12,6,True
6372,L,52,-13,14,10,True
6373,UN,25,-67,14,1,True
6374,L,94,233,8,24,False
6375,L,38,301,17,26,False
6376,L,64,128,2,23,False
6377,kg,32,-259,12,15,False
6378,kg,90,-208,18,23,False
6379,UN,3,-268,5,29,True
6380,kg,93,-171,10,11,True
6381,kg,85,-62,9,1,True
6382,L,75,179,7,23,False
6383,kg,41,248,14,1,False
6384,UN,46,252,15,25,False
6385,UN,14,-49,12,1,False
6386,UN,17,-270,6,1,False
6387,L,15,160,13,9,False
6388,L,67,50,15,20,True
6389,UN,16,68,11,8,True
6390,kg,71,10,18,4,False
6391,L,33,324,3,5,True
6392,kg,86,191,16,8,False
6393,UN,93,292,14,4,True
6394,UN,15,174,2,10,True
6395,kg,55,217,8,21,False
6396,L,87,359,9,15,True
6397,kg,78,-66,4,1,False
6398,UN,98,279,18,1,False
6399,UN,7,-287,16,11,True
6400,L,62,-183,16,29,True
6401,UN,49,-184,18,18,True
6402,L,35,-129,18,17,False
6403,UN,35,-62,15,1,True
6404,UN,96,-95,13,22,False
6405,L,43,-138,6,24,False
6406,UN,79,-227,10,1,True
6407,kg,26,82,4,4,True
6408,kg,73,-158,4,16,True
6409,L,24,421,2,17,False
6410,L,38,321,18,10,True
6411,UN,98,14,16,24,False
6412,kg,55,-154,14,13,True
6413,kg,61,299,4,13,False
6414,L,38,267,2,23,False
6415,L,75,-232,19,2,True
6416,UN,1,80,17,4,True
6417,L,43,357,19,3,False
6418,kg,19,173,1,12,False
6419,kg,88,-99,9,18,True
6420,UN,11,-195,1,29,False
6421,kg,7,-33,10,4,True
6422,UN,96,-130,9,21,True
6423,UN,25,146,2,7,True
6424,L,67,-202,3,16,True
6425,L,47,381,18,11,True
6426,kg,41,-9,2,7,False
6427,L,1,125,5,12,False
6428,UN,96,-300,8,16,True
6429,kg,36,-160,17,2,True
6430,UN,46,205,14,3,True
6431,kg,46,-288,6,6,False
6432,kg,67,166,9,11,True
6433,UN,39,-290,15,10,False
6434,L,44,-167,10,22,False
6435,kg,26,-118,2,15,True
6436,L,97,202,6,26,False
6437,kg,56,65,8,1,True
6438,L,6,-126,4,12,True
6439,L,16,82,6,17,True
6440,L,90,-70,8,18,False
6441,UN,41,78,10,27,True
6442,L,24,313,19,21,False
6443,UN,26,-92,15,23,True
6444,L,91,-92,5,17,True
6445,kg,98,-138,14,10,False
6446,kg,34,-156,11,8,False
6447,L,24,-36,12,18,True
6448,UN,56,153,8,19,True
6449,UN,86,-13,5,7,True
6450,L,13,-227,16,22,False
6451,UN,31,37,15,18,True
6452,UN,32,15,11,21,True
6453,kg,53,-86,2,8,False
6454,L,26,-196,2,16,False
6455,UN,50,410,18,12,False
6456,L,21,315,2,20,False
6457,kg,81,341,13,14,True
6458,kg,12,186,13,27,False
6459,kg,76,336,3,8,True
6460,kg,10,173,15,13,True
6461,kg,98,68,14,3,False
6462,L,10,382,14,3,True
6463,L,29,218,4,11,False
6464,UN,20,236,10,17,True
6465,L,58,235,15,19,True
6466,UN,96,11,3,21,True
6467,L,32,252,14,22,True
6468,UN,90,272,8,14,True
6469,kg,88,402,9,4,False
6470,UN,87,124,7,1,True
6471,L,2,-173,12,12,True
6472,UN,43,197,4,25,True
6473,L,76,389,9,25,False
6474,UN,38,-118,12,20,True
6475,UN,92,-209,1,24,False
6476,UN,58,308,4,26,False
6477,kg,30,-275,19,25,True
6478,L,29,-253,14,22,True
6479,UN,13,408,12,24,False
6480,UN,21,-11,7,20,True
6481,kg,67,-32,19,2,True
6482,L,46,-30,13,12,False
6483,L,49,192,6,20,False
6484,L,80,72,3,27,False
6485,UN,38,-216,11,3,False
6486,UN,21,367,6,3,False
6487,L,64,-200,2,4,False
6488,UN,90,76,6,28,False
6489,UN,41,-241,7,7,True
6490,kg,80,-235,12,4,False
6491,L,24,414,19,24,True
6492,L,36,-184,2,20,True
6493,UN,41,62,11,21,False
6494,UN,76,50,8,28,True
6495,L,45,27,14,13,False
6496,kg,23,353,7,13,False
6497,kg,18,-27,6,3,True
6498,UN,93,115,3,11,False
6499,L,7,43,18,12,True
6500,UN,26,422,1,2,False
6501,UN,45,-68,3,4,False
6502,L,19,170,15,5,True
6503,kg,87,362,5,11,True
6504,UN,49,-166,6,12,False
6505,L,25,-124,1,4,True
6506,L,6,267,17,6,False
6507,kg,34,360,7,14,False
6508,L,29,-274,1,21,True
6509,L,40,380,18,25,False
6510,UN,2,-211,13,15,True
6511,UN,66,-94,17,19,False
6512,L,6,89,4,24,False
6513,L,84,392,14,7,False
6514,L,23,22,17,28,True
6515,UN,68,105,5,10,False
6516,kg,57,421,7,5,False
6517,UN,45,-227,9,9,True
6518,L,87,-142,6,9,True
6519,UN,57,-188,13,18,False
6520,kg,51,368,3,17,False
6521,L,22,371,11,29,True
6522,kg,15,239,3,4,False
6523,L,72,-157,1,19,True
6524,UN,23,-231,2,19,True
6525,kg,90,360,2,9,False
6526,UN,53,-298,16,10,True
6527,L,63,372,10,17,False
6528,UN,1,33,10,20,False
6529,UN,12,174,12,9,True
6530,L,66,-35,12,22,False
6531,kg,51,78,9,26,False
6532,L,63,111,8,4,True
6533,kg,49,54,7,10,True
6534,UN,90,-100,8,23,False
6535,L,32,75,1,6,False
6536,kg,65,250,3,18,True
6537,UN,10,351,15,23,False
6538,UN,50,44,1,23,False
6539,L,41,319,8,16,True
6540,kg,41,88,16,7,False
6541,L,8,47,13,2,False
6542,L,64,-9,14,8,False
6543,kg,13,185,12,7,True
6544,UN,64,-294,15,28,False
6545,UN,4,-82,19,16,True
6546,L,6,-67,2,8,False
6547,L,44,262,16,11,False
6548,kg,30,-81,12,25,False
6549,L,48,288,16,4,False
6550,UN,30,-86,7,24,True
6551,L,83,-46,19,10,True
6552,L,41,-2,5,28,False
6553,L,59,208,12,11,False
6554,L,2,73,12,23,True
6555,UN,48,17,13,24,True
6556,L,20,324,5,18,True
6557,L,15,-144,6,20,True
6558,UN,92,-111,15,11,True
6559,UN,37,27,1,19,False
6560,UN,11,257,16,21,False
6561,UN,51,83,3,20,True
6562,kg,80,42,13,25,True
6563,kg,91,-120,8,6,True
6564,L,68,285,7,21,False
6565,L,26,42,6,12,True
6566,L,94,-27,2,19,False
6567,kg,5,224,5,3,True
6568,L,96,158,14,17,True
6569,kg,39,-228,4,3,True
6570,L,94,72,10,5,True
6571,UN,52,69,1,3,True
6572,L,99,-40,15,20,False
6573,UN,18,327,16,18,False
6574,UN,65,-176,9,21,False
6575,kg,38,-1,9,20,True
6576,kg,50,329,17,18,False
6577,kg,25,-295,7,18,False
6578,L,14,-119,5,19,False
6579,UN,38,19,17,25,False
6580,kg,15,40,9,18,False
6581,kg,82,-172,17,9,False
6582,L,17,-49,5,28,False
6583,L,84,346,5,3,False
6584,kg,14,-47,14,3,True
6585,L,73,333,19,8,True
6586,L,42,196,14,8,False
6587,L,34,-183,19,29,False
6588,L,2,-163,14,26,True
6589,L,20,-15,13,28,True
6590,kg,95,-92,4,1,True
6591,kg,19,-229,14,29,True
6592,UN,14,127,12,21,False
6593,kg,54,-248,11,26,True
6594,UN,85,406,11,26,True
6595,L,47,395,14,20,False
6596,kg,72,173,14,18,True
6597,kg,18,105,16,29,False
6598,kg,34,-208,17,21,False
6599,UN,39,-118,3,28,False
6600,L,86,-119,5,15,True
6601,kg,92,393,12,22,False
6602,L,71,87,13,26,False
6603,kg,54,113,10,19,False
6604,UN,30,-39,6,10,False
6605,L,75,174,12,6,False
6606,kg,55,-254,11,14,False
6607,kg,52,70,4,8,False
6608,UN,7,415,2,2,False
6609,L,56,82,16,27,False
6610,L,59,413,4,22,False
6611,UN,5,90,7,10,True
6612,L,50,-152,10,24,False
6613,L,32,-267,13,28,False
6614,UN,98,22,8,6,True
6615,UN,38,-42,16,10,False
6616,L,42,-92,16,14,True
6617,L,68,212,12,6,False
6618,L,89,47,9,13,False
6619,L,82,206,4,1,True
6620,UN,14,418,4,27,True
6621,UN,64,247,6,19,False
6622,kg,81,97,13,10,True
6623,kg,38,-93,7,20,True
6624,UN,69,-291,3,4,True
6625,kg,57,-58,15,18,True
6626,L,72,-187,9,7,True
6627,kg,29,-246,9,29,False
6628,kg,90,-214,3,5,True
6629,L,21,348,17,18,False
6630,UN,13,232,15,14,False
6631,L,8,-251,2,10,False
6632,UN,34,-14,2,2,False
6633,UN,58,-53,10,23,True
6634,L,9,-185,5,16,False
6635,kg,72,86,5,28,True
6636,UN,42,210,6,12,False
6637,L,76,158,6,28,True
6638,kg,64,396,12,24,True
6639,kg,20,212,4,20,True
6640,UN,23,-93,12,26,False
6641,L,94,-217,12,29,True
6642,kg,67,396,16,20,True
6643,L,38,-187,14,16,True
6644,kg,60,-247,3,23,True
6645,L,82,-37,12,8,False
6646,kg,98,-45,16,9,True
6647,UN,67,-13,15,24,False
6648,L,51,-170,19,25,False
6649,kg,29,301,5,25,False
6650,UN,17,213,15,29,True
6651,kg,43,-170,10,16,True
6652,UN,54,-215,9,26,False
6653,kg,98,132,15,20,False
6654,kg,81,-50,12,1,False
6655,UN,59,-293,3,29,False
6656,UN,5,-40,12,19,False
6657,kg,41,20,3,29,False
6658,L,65,-219,11,27,True
6659,UN,82,-115,4,27,True
6660,UN,2,74,17,6,False
6661,kg,70,-9,15,5,False
6662,kg,42,-302,7,18,False
6663,kg,90,-46,6,13,True
6664,L,77,24,9,15,True
6665,UN,88,353,1,11,True
6666,L,62,22,14,12,True
6667,UN,20,-97,14,9,False
6668,UN,95,14,1,17,False
6669,UN,45,-11,4,24,False
6670,L,46,264,1,22,True
6671,UN,53,-298,1,1,True
6672,L,32,-199,8,27,False
6673,kg,12,103,18,9,True
6674,L,72,177,18,15,False
6675,L,2,349,10,15,False
6676,L,90,-110,4,23,True
6677,L,22,420,14,7,True
6678,kg,71,-39,18,23,True
6679,L,55,162,9,5,False
6680,UN,22,-135,5,19,False
6681,UN,9,-112,2,14,True
6682,UN,1,320,1,28,False
6683,L,74,352,3,2,True
6684,kg,91,303,6,17,True
6685,L,22,-139,14,21,False
6686,UN,25,257,3,20,False
6687,L,14,308,19,22,True
6688,L,47,-88,19,3,True
6689,kg,64,-22,14,27,True
6690,L,32,101,12,14,False
6691,UN,21,-114,19,8,True
6692,L,21,-168,6,29,True
6693,L,19,-212,10,6,False
6694,kg,71,110,16,1,False
6695,L,31,-251,16,11,False
6696,UN,62,-242,1,3,True
6697,UN,67,-290,7,9,True
6698,UN,46,167,16,29,False
6699,L,16,37,11,7,False
6700,kg,5,178,19,22,False
6701,UN,2,300,19,27,False
6702,UN,5,120,4,29,False
6703,kg,19,248,14,28,False
6704,UN,49,62,11,7,True
6705,L,44,347,9,1,False
6706,UN,45,-116,17,29,False
6707,L,53,-73,3,21,True
6708,L,10,226,1,15,True
6709,kg,82,118,4,2,False
6710,kg,42,209,18,19,True
6711,UN,2,-47,14,7,True
6712,kg,67,-264,18,13,False
6713,kg,37,254,17,16,False
6714,UN,98,160,12,15,True
6715,kg,45,62,16,23,True
6716,UN,68,211,12,12,True
6717,UN,42,-36,19,2,False
6718,L,31,-95,19,7,False
6719,kg,81,-142,14,10,False
6720,UN,62,-141,17,4,True
6721,L,39,391,8,15,False
6722,UN,60,-53,6,16,False
6723,kg,90,-223,12,9,True
6724,L,86,-53,1,7,False
6725,L,92,387,16,15,True
6726,kg,90,-40,3,17,False
6727,UN,27,-254,17,4,False
6728,UN,54,-219,6,29,False
6729,L,42,-245,14,2,True
6730,kg,29,-229,13,9,True
6731,L,82,390,3,25,True
6732,L,9,406,3,27,False
6733,UN,33,-160,9,21,True
6734,UN,81,-116,7,24,False
6735,kg,42,-159,12,2,True
6736,UN,10,245,11,15,True
6737,UN,22,177,16,6,True
6738,L,63,33,3,9,False
6739,kg,56,372,18,5,False
6740,kg,15,22,18,6,True
6741,kg,61,355,19,15,False
6742,L,88,324,8,5,True
6743,kg,84,-292,2,16,False
6744,L,53,-285,5,25,True
6745,kg,41,149,5,21,True
6746,UN,9,-70,10,26,True
6747,L,6,-195,5,28,False
6748,UN,22,271,7,24,True
6749,UN,41,-177,5,6,True
6750,L,95,-191,1,10,True
6751,UN,84,-296,5,4,True
6752,kg,29,373,14,17,False
6753,UN,60,153,10,16,False
6754,UN,76,250,7,16,True
6755,UN,98,122,4,14,True
6756,L,46,-70,12,12,True
6757,kg,59,-206,12,2,False
6758,L,85,-264,7,15,False
6759,L,78,-193,18,19,True
6760,UN,34,-235,6,19,True
6761,kg,1,-23,13,4,False
6762,UN,34,-220,11,3,True
6763,UN,28,-158,19,1,False
6764,kg,74,117,9,21,True
6765,kg,4,-11,15,23,True
6766,kg,1,-6,6,3,False
6767,UN,1,-297,9,3,True
6768,UN,67,219,14,18,False
6769,L,98,407,14,22,True
6770,UN,36,281,19,1,True
6771,UN,93,419,12,23,True
6772,UN,31,330,7,14,True
6773,UN,16,345,14,2,True
6774,UN,94,-148,12,10,True
6775,L,78,115,4,29,False
6776,UN,70,326,10,9,False
6777,L,61,103,4,8,False
6778,kg,29,-52,3,17,True
6779,kg,20,-154,8,2,False
6780,UN,6,265,14,25,False
6781,L,77,143,17,18,False
6782,UN,33,-78,11,11,True
6783,L,58,-70,17,20,False
6784,UN,38,-11,12,11,False
6785,kg,17,5,8,29,False
6786,L,96,360,13,16,True
6787,UN,57,188,6,12,False
6788,kg,64,-150,19,19,False
6789,kg,64,-160,13,11,True
6790,L,69,47,3,7,False
6791,UN,39,-303,7,2,False
6792,L,9,350,9,1,False
6793,UN,26,17,11,28,True
6794,L,72,69,17,5,True
6795,L,60,126,5,18,False
6796,UN,77,-20,11,6,False
6797,UN,92,-81,2,16,True
6798,L,30,37,15,28,True
6799,kg,57,-108,9,16,False
6800,UN,72,84,7,3,True
6801,kg,26,-56,4,8,True
6802,UN,25,319,15,12,False
6803,kg,94,-103,1,17,True
6804,L,84,-253,18,6,True
6805,UN,27,325,15,22,False
6806,UN,91,-181,18,24,True
6807,UN,71,-299,6,17,True
6808,UN,14,-191,11,16,True
6809,UN,2,-189,7,12,False
6810,L,53,124,9,18,False
6811,UN,98,215,14,5,True
6812,L,56,418,11,17,False
6813,UN,50,196,8,24,False
6814,UN,47,275,8,20,False
6815,L,41,170,4,16,False
6816,kg,30,-179,3,2,True
6817,kg,67,89,19,25,False
6818,L,62,-225,6,19,False
6819,kg,98,268,15,25,False
6820,kg,5,84,17,13,True
6821,kg,24,380,3,19,True
6822,kg,34,361,10,18,True
6823,kg,8,-57,12,5,True
6824,L,57,-285,5,24,True
6825,UN,68,310,14,3,True
6826,kg,61,289,17,9,True
6827,L,34,398,8,27,False
6828,kg,20,124,14,24,False
6829,kg,57,208,12,2,True
6830,kg,26,107,11,8,True
6831,UN,54,303,8,8,False
6832,UN,40,3,12,19,True
6833,kg,78,33,7,8,True
6834,UN,78,-8,16,2,False
6835,kg,92,-264,4,16,True
6836,UN,57,133,15,28,False
6837,kg,54,192,13,6,True
6838,UN,49,-137,11,15,True
6839,UN,66,246,14,26,True
6840,UN,99,320,13,11,False
6841,L,96,277,9,26,False
6842,kg,38,-206,5,20,False
6843,L,30,316,8,12,False
6844,UN,77,210,1,16,True
6845,L,74,237,4,25,False
6846,L,70,-128,15,1,True
6847,L,59,372,10,4,False
6848,kg,75,160,18,15,False
6849,UN,44,119,7,27,False
6850,kg,66,41,7,8,False
6851,UN,67,204,18,18,True
6852,kg,36,107,15,1,True
6853,L,24,45,19,7,True
6854,L,16,372,16,12,False
6855,kg,56,60,9,11,False
6856,UN,46,144,18,15,True
6857,UN,74,-276,18,9,False
6858,kg,67,346,6,8,True
6859,kg,20,29,8,26,True
6860,L,25,-210,14,2,True
6861,UN,72,154,14,8,False
6862,UN,67,194,19,27,False
6863,L,47,-98,12,18,False
6864,L,85,312,13,10,False
6865,UN,3,213,12,2,True
6866,UN,81,98,4,18,False
6867,kg,81,56,9,18,True
6868,L,23,-302,13,26,False
6869,L,16,51,12,23,False
6870,UN,86,-45,13,20,False
6871,UN,50,-197,19,25,False
6872,L,33,79,14,14,False
6873,L,43,-140,6,6,False
6874,UN,64,383,12,21,False
6875,L,94,7,12,9,False
6876,kg,6,172,5,11,True
6877,UN,32,213,18,13,True
6878,UN,88,-239,10,3,True
6879,UN,1,261,14,4,True
6880,UN,93,99,9,17,False
6881,UN,47,-79,13,26,True
6882,UN,75,-155,7,23,False
6883,L,90,-23,5,5,False
6884,kg,5,210,4,2,True
6885,kg,27,370,18,20,False
6886,UN,35,-22,3,7,True
6887,UN,31,-52,11,26,False
6888,UN,33,-9,5,11,False
6889,UN,37,202,1,10,False
6890,UN,81,-270,3,18,False
6891,kg,56,240,9,20,True
6892,L,50,-257,11,11,False
6893,kg,60,-101,17,7,True
6894,kg,78,140,16,14,False
6895,UN,31,275,2,19,False
6896,kg,22,327,8,11,False
6897,UN,91,392,2,7,False
6898,UN,76,233,16,7,False
6899,kg,61,336,4,24,True
6900,UN,60,-74,7,21,True
6901,kg,18,-99,19,14,True
6902,L,71,310,8,7,True
6903,kg,65,-117,15,5,True
6904,UN,4,150,15,19,False
6905,UN,94,-155,8,2,False
6906,kg,93,233,14,13,True
6907,UN,47,-134,6,13,False
6908,L,59,-209,14,18,True
6909,kg,66,-181,5,18,False
6910,L,18,94,14,2,False
6911,UN,1,250,7,25,True
6912,L,80,308,18,11,False
6913,L,27,-70,4,15,True
6914,kg,15,-145,13,1,False
6915,kg,60,203,14,9,False
6916,kg,2,69,5,15,False
6917,L,36,266,6,23,False
6918,kg,70,131,19,9,False
6919,UN,39,-19,3,10,False
6920,UN,97,-183,7,3,False
6921,L,79,190,3,27,True
6922,kg,79,-14,12,29,True
6923,L,35,419,10,18,False
6924,kg,29,339,9,7,True
6925,L,10,142,3,14,True
6926,kg,40,-182,9,21,True
6927,L,97,228,14,24,True
6928,L,5,-90,5,29,True
6929,kg,55,-214,9,19,True
6930,UN,65,-26,16,5,True
6931,kg,12,-15,1,21,False
6932,L,51,-294,12,4,True
6933,L,17,18,14,11,False
6934,kg,30,41,9,20,True
6935,UN,18,-100,6,20,False
6936,UN,49,297,8,17,False
6937,kg,41,310,1,25,True
6938,kg,36,216,12,14,False
6939,L,4,269,7,8,True
6940,kg,83,-17,15,6,False
6941,L,57,369,11,7,False
6942,UN,54,59,1,19,True
6943,L,1,403,13,3,False
6944,kg,77,-69,13,7,True
6945,L,66,303,13,7,True
6946,kg,75,325,8,26,True
6947,UN,90,291,4,21,False
6948,kg,11,-125,1,29,False
6949,kg,84,-285,9,21,True
6950,L,22,167,12,14,False
6951,kg,72,218,2,9,False
6952,UN,7,-6,14,28,False
6953,L,31,106,12,28,True
6954,L,52,-1,3,18,False
6955,L,43,265,1,13,False
6956,kg,25,67,6,24,False
6957,L,82,26,11,15,False
6958,UN,94,337,19,16,True
6959,UN,40,100,16,2,False
6960,kg,39,-41,18,26,True
6961,kg,30,-246,11,3,False
6962,kg,2,89,8,9,False
6963,kg,89,164,18,23,False
6964,UN,1,-252,12,16,False
6965,kg,90,72,19,7,True
6966,UN,99,297,7,27,True
6967,kg,42,-98,9,13,False
6968,UN,44,393,3,26,True
6969,UN,61,54,8,25,False
6970,L,69,171,19,9,True
6971,L,68,252,17,18,True
